,trna.rep.1.tp.1,trna.rep.2.tp.1,trna.rep.3.tp.1,trna.rep.1.tp.2,trna.rep.2.tp.2,trna.rep.3.tp.2,trna.rep.1.tp.3,trna.rep.2.tp.3,trna.rep.3.tp.3,trna.rep.1.tp.4,trna.rep.2.tp.4,trna.rep.3.tp.4,rbf.rep.1.tp.1,rbf.rep.2.tp.1,rbf.rep.3.tp.1,rbf.rep.1.tp.2,rbf.rep.2.tp.2,rbf.rep.3.tp.2,rbf.rep.1.tp.3,rbf.rep.2.tp.3,rbf.rep.3.tp.3,rbf.rep.1.tp.4,rbf.rep.2.tp.4,rbf.rep.3.tp.4
VNG_t29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_1688C,6104.33,5385.69,5340.73,4472.21,3708.87,3846.34,442.725,1016.08,525.724,137.85,151.297,116.049,158.486,93.7672,69.229,87.1616,48.092,52.0059,3.91928,9.66152,9.36344,5.59301,0,7.92146
VNG_1689G,3546.21,3634.48,3736.86,3239.24,2797.04,3178.8,317.601,602.125,260.23,38.8116,41.4064,41.0592,72.6506,60.1307,49.1032,50.6037,22.2977,33.1443,1.91083,0,3.61577,0,0,1.39627
VNG_1690G,1951.94,2018.72,2056.83,1644.26,1486.5,1775.47,192.412,355.936,152.562,20.1169,21.832,25.7677,193.781,124.298,80.8684,176.191,61.4782,82.2167,0,9.77346,3.51665,0,2.94584,3.69763
VNG_1691G,11146.7,13799.2,13421.6,10136.8,10496,12752,2135.72,1869,1039.46,138.304,127.729,168.691,22.8728,78.1767,56.9285,127.049,18.4635,78.0153,0,12.2812,0,0,0,0
VNG_1692G,1536.77,1474.95,1574.8,1333.9,1095.2,1232.5,100.473,279.585,107.481,15.0905,18.0969,15.908,890.621,463.605,382.843,569.555,330.807,366.254,9.2535,44.6121,26.2738,4.0957,5.47635,7.5424
VNG_1693G,4304.3,4872.89,5043.16,3878.73,3668.61,4155.31,395.693,707.548,349.171,49.853,49.8192,52.6439,174.975,82.3438,50.8707,87.2587,50.7257,56.4119,6.29801,7.50703,0,0,0,4.63889
VNG_1695G,3150.35,3202.28,3412.54,2794.54,2320.5,2781.99,325.105,544.802,246.099,38.2605,36.3667,40.8281,267.523,260.725,220.176,247.027,131.347,228.84,0,19.6256,39.6603,2.03249,2.79624,6.94072
VNG_1697G,3221.83,3331.24,3485.77,2875.9,2399.86,2836.88,385.806,569.488,268.359,47.4894,47.6208,51.0526,635.373,490.582,413.181,582.064,300.26,350.663,33.7491,46.2808,24.6385,2.67584,2.60741,7.28808
VNG_1698G,21287.2,27684.8,27996.1,20073.2,21018.3,26523.5,6256.31,3628.05,2367.64,361.909,350.649,415.618,381.023,607.29,527.377,890.371,324.342,517.228,0,48.4132,18.2838,0,0,0
VNG_1699C,3538.5,3718.09,3662.34,2963.2,2631.05,3068.14,337.017,516.755,242.148,38.7507,41.3778,44.7197,123.329,91.401,73.7337,132.074,76.0426,85.2005,0,3.88562,0,0,0,0
VNG_1700G,3432.45,3634.62,3635.29,2944.12,2702.99,3261.85,318.9,476.087,267.727,41.8129,42.5061,44.7416,628.289,312.373,318.08,296.613,168.349,166.498,26.9629,23.4591,14.7295,6.871,3.29926,8.3868
VNG_1701G,5509.31,6227.38,6377.94,4619.97,4941.04,6049.24,1091.47,929.009,480.01,68.9697,82.8563,88.18,336.522,318.479,269.289,373.86,203.346,262.733,7.1195,40.9558,15.6786,0,0,8.98062
VNG_1702G,4249.06,4052.25,4249.5,3538.39,3005.35,3669.35,468.386,781.14,322.001,46.8026,52.6545,57.9021,66.7878,33.9868,29.5627,60.4115,27.8728,25.4668,0,0,2.48493,0,0,0
VNG_1703G,3046.93,2963,3095.32,2585.95,2160.34,2561.12,223.202,517.297,209.737,32.5594,40.9415,39.2835,340.42,245.621,255.409,302.288,127.597,185.665,7.6761,14.1256,13.7731,0,0,0
VNG_1705G,3438.19,3497.47,3714.29,3133.38,2596.94,3118.11,351.633,588.705,253.487,43.037,42.7686,44.9393,308.842,208.715,166.241,230.696,114.725,156.04,12.0204,34.2846,14.984,0,5.19933,0
VNG_1706G,5282.57,4936.4,5489.26,4515.6,3814.86,4451.31,936.867,907.604,371.765,49.6093,64.0067,99.4518,0,0,0,0,0,0,0,0,0,0,0,0
VNG_1707G,8454.41,9097.94,9539.3,7588.65,6792.19,8336.44,1410.43,1485.38,683.46,103.26,111.29,122.866,71.1521,130.331,143.009,227.319,170.767,77.6612,13.4909,7.91059,0,0,0,0
VNG_1709G,3923.03,4311.62,4454.75,3378.37,3225.97,3876.17,646.177,695.489,326.904,47.2819,56.4087,59.111,205.198,190.801,121.796,184.316,135.868,120.434,3.32956,6.91248,5.43686,1.65256,2.37796,2.41107
VNG_1711G,2449.2,2566.91,2688.75,2030.84,1926.36,2521.66,354.606,429.144,200.628,30.4021,36.7677,37.507,526.716,411.191,334.445,437.587,237.221,299.61,14.5237,31.5062,22.68,2.92331,0,0
VNG_1713G,4831.11,5280.96,5447.21,3997.66,4067.12,5301.95,622.638,742.349,344.318,49.0133,55.1046,57.5396,376.823,307.622,194.853,364.318,131.872,180.191,2.50568,20.5132,11.1033,0,1.89598,4.67946
VNG_1714G,2797.51,3294.7,3282.54,2443.7,2540.22,3146.59,369.556,483.4,270.022,51.2663,52.5682,56.8238,207.574,129.786,107.381,125.811,67.9901,77.2612,14.6492,0,4.2906,0,0,3.2841
VNG_1715G,1732.86,1836.67,1882.15,1569.93,1324.1,1608.93,170.088,312.885,135.113,24.816,27.6721,29.4006,879.009,609.034,460.998,562.898,353.124,439.946,69.2175,58.2347,36.9897,4.08758,9.36644,7.50054
VNG_1716G,2926.11,3301.45,3782.2,2378.08,2785.3,3699.29,717.911,553.372,336.668,57.3368,75.3733,81.3197,305.138,141.963,110.599,168.214,107.675,117.325,6.09493,0,17.4779,3.87227,0,0
VNG_1718G,1642.48,1796.24,1840.55,1441.24,1347.17,1623.76,178.236,326.539,142.969,26.0957,27.9148,36.8228,156.796,98.9911,60.7231,119.625,63.5564,55.9653,0,13.723,5.93978,0.784194,0,1.39896
VNG_1719G,1259.5,1218.3,1294.75,1098.54,878.255,1036.02,124.933,233.98,98.6809,18.6598,20.0349,22.5259,393.012,289.624,223.282,283.429,178.398,231.924,16.6661,36.782,23.3207,3.38334,2.47322,9.21077
VNG_1720H,122.984,87.2262,94.0537,137.74,138.357,136.082,34.4825,22.6492,18.756,13.5903,13.2581,15.3828,29.0749,20.438,12.4775,21.6369,19.3348,23.414,1.40251,3.78319,2.80295,1.253,0.91809,0
VNG_1721G,76.3952,73.4295,67.0194,63.5533,62.5777,61.7291,55.5437,53.5355,45.6279,23.4406,25.757,25.4097,20.0843,13.203,8.39753,17.5837,9.02715,13.8503,4.82125,7.53241,5.17702,5.74482,3.25206,2.75248
VNG_1723H,52.4119,56.9855,52.1485,42.1945,65.8012,54.5502,120.895,76.4057,70.5488,69.8044,69.2797,82.5858,25.2964,7.76757,3.0511,16.6503,5.12863,3.35824,0,5.99162,7.16557,1.95923,2.9932,3.04564
VNG_1724G,482.246,469.133,453.848,359.662,368.169,387.301,148.533,181.689,127.245,68.7668,70.6607,71.9078,353.658,255.913,199.216,257.341,156.466,169.653,14.5999,49.3504,48.8615,30.2335,24.08,7.12942
VNG_1726G,291.353,288.969,259.977,199.619,193.875,191.802,103.879,86.7571,74.4744,68.7563,53.6705,59.3124,125.116,85.7938,46.9015,55.9701,51.1741,36.2906,18.793,14.152,13.0083,23.0298,4.78256,21.5009
VNG_1727G,177.853,184.921,161.427,109.82,137.61,117.888,65.9033,42.4176,28.894,17.4344,18.6727,19.4196,86.083,46.8173,35.5064,32.8234,25.0404,21.8608,5.48562,2.97744,12.3474,4.31276,0,0
VNG_1729G,109.183,93.6138,89.2464,67.4565,65.877,53.0884,31.3139,23.8566,18.0722,9.74825,9.3628,10.9201,30.5723,19.1629,15.3138,36.4413,6.43534,10.8221,0,2.8044,3.83566,1.70301,2.4144,1.59927
VNG_t30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_1732C,16.8292,20.2143,15.7765,12.3628,16.5295,16.6359,48.8734,8.6167,12.8219,5.13253,5.77585,10.4842,0.731514,0.604812,0.826871,1.25837,0.828223,0.628013,0,0.39487,0.293,0.117151,0,0.204793
VNG_1733G,3.25425,4.83345,5.13864,4.5504,8.28801,6.09385,62.2967,32.7475,28.0154,97.9243,72.3078,82.5806,4.3772,1.91605,3.52375,0.747999,1.89703,1.11879,13.8884,6.68914,7.16123,33.8347,19.2563,6.88666
VNG_1734H,3.38606,5.38032,6.93473,5.6313,12.6161,8.78068,95.9814,42.6513,38.2565,121.358,81.1938,94.5019,13.3693,0,0,0,0,0,10.1397,11.8911,4.49081,21.1618,6.12847,14.9495
VNG_1735C,78.7522,73.2932,56.0353,78.4308,65.0304,76.7149,86.5625,98.5032,66.3547,40.1583,37.1977,38.0026,121.99,72.7271,37.4911,97.0571,50.625,88.5421,12.659,32.8956,35.1575,7.46539,14.3225,23.066
VNG_1737H,34.3547,32.9855,28.0103,29.1752,28.188,29.0717,33.5724,32.9699,22.9414,9.28269,12.7784,11.6896,15.8481,7.29504,4.99009,12.3869,2.81684,10.373,2.00814,3.37554,2.51179,0.302266,1.15277,0.68251
VNG_1739G,72.2511,72.7762,51.554,57.8267,65.0108,57.0379,100.981,62.8373,54.1143,33.3959,35.2393,37.3433,70.7046,48.3236,24.7327,46.8383,36.5266,29.7273,11.0847,21.7672,27.5766,13.7824,9.92983,8.32029
VNG_1740C,104.139,96.9602,81.8076,75.9871,93.3343,90.7061,115.589,94.3543,93.282,59.7625,60.6797,62.5538,99.4171,74.309,56.6875,91.2852,52.3506,75.5717,23.6788,36.004,38.0561,20.5498,4.88693,27.0416
VNG_1743C,137.827,145.212,126.49,88.3175,97.4015,109.457,105.402,65.4319,82.1338,57.958,53.5136,60.816,100.854,72.7868,63.1751,94.3995,57.0452,75.325,25.5905,53.4783,38.6756,28.028,30.5682,46.1792
VNG_1744H,23.5956,24.1261,20.4294,12.4727,21.023,20.3553,144.298,79.2521,111.389,89.0467,93.7869,72.4759,11.7125,8.8866,8.86002,7.9352,5.15548,6.73064,13.0162,16.4903,15.6946,17.3655,6.01231,10.6964
VNG_1746C,51.4529,48.2965,46.2969,43.6101,50.7118,42.705,60.459,68.2535,54.3305,56.9802,59.0663,60.7156,7.81586,2.04559,0.751365,1.95283,1.02345,2.75639,0.924479,2.21613,1.66512,1.50996,1.66733,3.05936
VNG_1748C,46.2147,42.2547,40.3448,38.4508,47.9899,39.3927,59.7146,75.0282,55.341,38.8707,44.0785,36.1636,23.3605,27.9485,20.3108,29.1281,20.9938,19.7894,17.1679,12.7649,22.896,15.8967,7.75052,6.63685
VNG_1749G,75.9005,67.2373,49.8169,42.379,41.6918,38.9966,48.2242,47.1769,44.6107,29.1614,31.3929,30.433,24.4852,13.128,8.43311,11.6346,9.05454,6.53482,2.68265,6.03419,8.87395,1.71285,0,8.16985
VNG_1751H,60.1449,50.1207,47.1839,49.6038,47.9247,44.3795,107.674,123.706,116.124,61.674,72.2608,57.6622,44.7042,21.8978,13.0017,18.4203,13.6141,18.8451,5.12929,6.37698,13.9284,4.92177,3.10161,5.59624
VNG_1752C,132.902,108.345,102.001,65.2439,74.794,64.3308,24.5544,36.3324,20.9696,17.19,18.8043,17.3807,97.8374,71.7809,44.7237,49.0662,33.3875,39.3536,15.3687,21.1312,6.69534,8.24185,0,11.2215
VNG_1754G,9.49541,11.3897,9.9453,13.3337,17.753,14.6691,70.5412,56.1602,48.8445,36.704,47.386,39.6606,2.41379,0.723764,0.857927,1.14804,1.54832,0.57285,1.60753,2.00076,6.48017,4.71941,3.86606,2.77303
VNG_1755G,17.4459,17.8809,17.5708,23.8489,32.0451,24.5317,100.675,79.3962,65.3078,61.2406,58.4358,57.6517,3.91647,3.43622,2.29444,7.03865,5.58397,4.66074,4.86561,7.10488,5.73692,2.03762,2.86051,3.75201
VNG_1756G,1311.79,1209.67,1045.21,786.297,799.048,760.055,463.365,469.059,371.95,751.784,656.199,675.765,172.493,258.513,219.277,323.304,142.754,221.498,43.6077,63.9251,67.5979,45.5055,13.1784,96.4399
VNG_1758H,18.143,16.7909,17.8583,11.7612,17.2351,15.1014,72.204,21.2823,20.7226,31.4446,23.2828,38.4556,38.5135,16.0333,3.96966,9.84354,12.7494,4.94551,0,0,6.46841,25.4007,26.4817,21.5327
VNG_1759G,47.3606,51.9227,49.7568,55.6523,64.8462,65.4907,116.213,83.2077,75.3464,110.445,89.7017,128.411,44.8168,20.8199,18.6047,30.6733,18.2983,28.7744,28.1697,24.6567,27.1751,45.786,20.3203,47.9829
VNG_1760G,40.9145,42.8681,47.4106,57.4476,59.7935,49.1635,109.701,123.424,85.1286,104.997,95.6391,121.351,28.3207,30.5769,21.8901,31.218,34.8062,26.7497,33.4703,49.0874,49.453,93.3468,56.4396,66.8328
VNG_1762G,59.5524,61.7992,60.2513,80.2611,95.8277,77.5518,200.272,162.292,143.1,178.889,148.873,200.346,14.0451,14.2426,11.7357,17.2641,12.4565,15.3838,3.1864,20.6937,26.1623,12.2701,14.7999,22.6539
VNG_1764G,54.0613,50.4596,49.0172,30.7143,32.7257,33.6418,34.3257,27.0574,24.1014,15.8165,19.562,19.9251,64.4535,52.3059,28.6254,26.9771,27.4703,28.4956,6.73719,8.62706,13.2043,7.75246,3.91773,7.991
VNG_1765G,165.287,170.166,156.678,95.1622,110.217,104.122,77.4444,52.3662,57.031,49.7876,47.8509,51.0289,25.0515,11.2911,8.81034,9.68093,5.23859,9.47521,1.32269,1.91333,2.93549,3.19647,1.56201,2.53243
VNG_1766C,49.7807,47.8204,45.7759,44.4214,47.5982,51.6444,70.323,39.4798,34.29,17.728,21.2073,25.8372,13.3284,25.2155,32.9778,23.4846,15.8396,13.6383,2.66309,3.56319,6.46656,8.8123,1.62043,3.9455
VNG_1767G,271.48,233.641,206.863,184.687,170.003,168.545,65.1288,90.6513,60.3302,25.6372,30.9226,35.525,147.344,104.892,67.9884,87.0084,72.3627,57.2717,11.0447,10.3985,18.2532,0.932968,2.53623,6.80581
VNG_1768G,984.123,960.23,810.902,626.743,715.883,732.953,430.588,286.821,245.564,116.437,103.826,121.663,227.271,113.522,66.4375,92.6208,45.4979,87.3127,15.5091,16.0446,16.6069,7.93814,3.43138,12.6495
VNG_1769C,62.1583,57.0171,46.6126,31.6995,47.6414,29.4638,42.992,28.0375,25.2342,20.0202,19.744,18.2746,33.4445,2.73777,3.31827,4.26929,8.41799,8.14363,0,3.72767,0,2.354,0,4.17482
VNG_1770C,129.88,135.376,104.439,93.3284,97.8617,74.7552,93.5723,73.0628,53.3656,60.4049,51.0961,55.5769,78.4448,49.7871,31.6976,41.2733,34.1171,26.7127,25.329,17.1984,24.2157,30.7963,20.8687,18.036
VNG_1771C,156.392,120.049,110.87,88.7609,83.218,74.561,58.4459,83.1361,47.7356,45.0432,53.8106,48.1476,36.6102,65.0279,35.2192,43.6664,24.2387,40.7429,0,10.8541,8.19834,9.65817,5.59401,0
VNG_1772G,61.0623,56.3119,56.7422,40.7044,40.0466,37.0559,43.6598,51.7982,40.1409,27.7935,28.3116,28.542,72.2974,36.5491,43.748,60.4106,20.1295,32.9342,0,9.88011,24.3798,15.0144,7.35087,9.51192
VNG_1773G,282.356,223.998,210.88,187.456,183.568,156.332,229.95,266.026,221.484,150.975,153.241,145.653,519.337,227.011,133.823,143.797,164.757,166.72,32.8232,67.3623,109.029,34.2516,9.91927,48.393
VNG_1774G,330.197,313.959,278.155,219.15,224.292,225.635,88.6383,117.404,89.3052,64.4875,68.2964,60.8854,131.097,72.0322,69.9144,89.5907,62.857,57.664,5.79109,23.3841,21.6912,7.63783,4.73769,13.2283
VNG_1775C,78.7867,81.8971,73.1624,56.4996,70.4857,64.0653,49.6818,31.8978,24.6542,45.0206,43.3685,41.8934,14.0017,6.75737,8.58199,9.47684,3.0573,4.576,0,0,1.45209,0,1.92194,0
VNG_1776G,233.193,209.896,172.948,136.004,151.29,146.663,105.736,76.5367,64.078,78.6244,68.4263,84.124,99.457,54.3755,33.7004,49.9946,43.023,25.0971,19.338,20.4757,18.0149,8.8251,4.89733,8.27458
VNG_1777H,218.161,185.238,139.984,95.9916,102.49,91.3603,42.2752,26.9953,18.1959,25.729,19.0067,29.0135,33.0673,16.4197,8.24681,12.3135,1.73911,4.18119,0,2.47629,1.56626,0,0,2.7141
VNG_1779C,48.863,43.0548,30.6122,27.1628,28.5251,27.8588,29.1915,21.4485,14.3496,8.66648,11.0967,10.4895,38.279,26.2678,9.9463,22.0296,10.4423,14.3007,8.1704,7.40715,5.64622,3.66679,0,0
VNG_1781C,53.2442,52.0498,41.021,46.2821,50.6386,40.4215,61.029,58.8067,38.6605,26.1782,30.9364,24.7242,82.2882,61.1648,44.3607,59.5299,34.4362,49.6091,16.9174,26.7673,13.4768,13.7799,5.83351,6.96364
VNG_1782C,65.9987,54.0376,42.343,34.4346,34.9771,35.2973,50.1773,21.9107,18.0027,11.2311,14.2107,17.0005,69.1644,68.8781,44.0598,37.4806,27.6661,45.5523,20.7007,19.6534,27.9627,11.4821,8.43386,8.59086
VNG_1784C,45.9098,40.9917,53.7293,32.5337,37.3855,47.49,41.3289,23.8807,30.2062,34.2927,32.8657,40.2878,25.3018,13.5386,5.52753,10.5416,3.36632,5.59265,0.680617,6.3435,4.69408,4.07878,1.68109,8.18872
VNG_1783H,163.943,128.194,81.4329,98.0761,91.7407,57.6327,127.235,78.262,54.8118,46.3897,38.7283,41.7121,58.2109,48.4667,23.9996,89.2676,19.27,59.7987,0,0,0,15.3567,0,32.5454
VNG_1785G,16.8015,16.2933,14.3587,13.9157,14.4963,13.1408,37.852,15.2712,12.5151,8.21842,8.85117,10.1178,25.6784,8.35058,2.90402,3.24045,7.23368,3.13465,1.12813,3.37213,6.56298,4.41787,1.83445,3.07478
VNG_1786H,34.0231,31.6766,29.0334,27.5549,30.8339,26.5426,46.2516,23.4369,20.5342,9.67561,12.4877,13.8078,62.9696,17.4763,21.6346,21.4589,13.8969,26.953,47.7577,9.33449,0,5.53735,0,11.7353
VNG_1787H,8.11521,8.37549,8.37648,6.94882,8.76205,8.09853,30.5302,13.5344,10.2018,5.64158,7.62681,7.62625,0,3.7183,1.31142,8.2527,3.15659,5.69852,4.74534,8.53581,4.25215,4.2314,0,5.17632
VNG_1788C,65.2562,62.2787,52.0377,44.7875,58.206,49.0911,88.6895,42.4849,34.8448,36.0025,32.638,37.7172,3.62272,8.01302,6.8666,8.47196,11.4092,3.32981,2.24746,4.38916,10.6916,1.97031,4.37811,0
VNG_1790H,54.5698,47.148,35.9715,33.2333,33.4102,28.0922,42.0394,24.4466,18.5045,13.8506,13.1515,10.5216,23.1932,36.6905,31.0774,41.4951,23.0335,17.8694,0,0,7.79069,12.2372,5.31586,0
VNG_1791C,53.9007,52.0357,38.4991,34.9608,37.0861,33.8321,50.1364,30.3997,25.7445,11.2293,11.4514,12.2888,31.4207,20.9647,6.94345,13.7443,16.0144,21.5674,3.70902,11.2379,9.55571,5.16677,2.66364,3.14225
VNG_1793C,671.932,715.856,593.373,541.73,677.572,562.593,464.714,482.506,339.51,398.144,357.562,392.982,214.356,171.685,102.175,166.157,124.815,93.6089,36.0885,86.4709,57.3872,28.6693,13.1393,22.7954
VNG_1794C,60.3096,57.6855,53.0864,45.883,49.3337,43.8838,292.256,409.423,362.233,116.378,145.946,113.169,19.5629,10.5491,6.05864,15.8521,6.16716,10.4941,9.14668,12.8504,15.0867,2.79937,3.02425,5.83196
VNG_1797G,23.4908,23.3633,18.9402,10.2077,10.8401,10.1545,19.8478,8.91005,6.5381,7.85733,7.48214,8.62484,3.89692,0.602726,4.96251,3.79594,0,0,2.55507,0,0,2.19047,1.70097,0
VNG_1795C,51.7006,44.2648,34.146,28.59,32.8445,30.1774,39.5688,15.438,13.744,7.64233,8.09528,10.4394,18.5859,9.14362,7.43809,9.84504,7.2703,8.12426,4.21079,5.07918,3.60078,2.66662,0,4.06841
VNG_1796H,30.2903,30.3853,28.2454,37.2091,39.0768,56.694,65.2074,71.7456,50.4123,15.1016,27.8213,15.6101,45.3019,27.6603,21.7903,54.0332,44.9899,15.5125,0,26.8619,25.3618,3.9837,13.8442,16.8854
VNG_1798H,257,247.694,242.054,182.476,208.131,210.635,281.016,219.316,178.97,257.069,231.285,314.594,476.542,247.47,191.076,227.412,168.025,177.492,73.7693,77.3927,58.4298,14.6875,5.32411,30.5734
VNG_1800H,1377.13,1106.81,1078.11,1211.49,907.368,1155.29,379.085,560.227,354.453,485.81,518.335,594.457,191.323,175.226,118.32,48.8995,63.3351,319.38,0,85.084,32.133,50.473,0,53.4837
VNG_1801G,40.543,58.9111,41.1062,47.4145,63.0901,43.1239,4758.95,2149.64,6848.77,3571.08,5715.06,6533.01,15.8446,3.81199,0,3.85791,5.43825,5.87901,28.0012,49.2595,208.985,46.9455,69.1426,97.0594
VNG_1802H,34.1943,50.8104,34.8825,35.3233,50.2255,35.2732,3114.32,1722.1,5489.81,2739.53,4435.24,4261.29,35.117,30.0613,20.6298,7.07296,8.12468,16.1768,75.0212,64.3973,162.692,61.8177,58.6368,77.2532
VNG_1804G,574.393,608.832,548.559,425.651,452.15,483.793,192.785,174.644,131.521,63.57,64.659,68.934,395.027,255.687,130.267,231.833,132.283,146.175,12.2575,42.406,27.6052,7.12815,5.81977,15.9946
VNG_1806H,761.656,894.862,857.161,1080.14,1691.07,1152.63,5612.33,4537.35,4683.38,20313.5,20357.3,22365.1,0,6.33252,23.518,0,0,0,0,0,12.7739,0,17.4321,21.2615
VNG_1807H,192.964,158.293,131.778,87.326,102.242,88.8913,113.621,60.539,58.9101,134.912,124.391,132.607,8.70949,10.1522,5.38622,13.3562,5.76634,6.71029,6.6055,0,2.92555,9.19062,7.98481,14.6083
VNG_1809H,139.108,125.004,110.821,83.4152,83.5586,78.5226,53.2439,59.6684,46.9456,63.6691,57.7072,68.4199,134.025,148.215,88.6261,104.603,65.5154,101.339,10.9213,59.5633,32.1515,56.0927,33.5817,57.7486
VNG_1811G,11.7099,12.56,11.2521,12.3107,15.3038,16.5178,44.2676,12.422,12.496,5.66446,7.1428,9.47683,6.7029,10.4825,7.48732,5.55009,7.16377,6.42391,2.97493,1.87447,2.03049,1.69431,2.60416,2.16951
VNG_1814G,87.2562,86.9816,36.4349,324.385,343.98,319.562,61.4906,78.2132,44.8652,14.3931,15.9151,14.9233,54.733,33.4207,13.4209,150.44,118.419,115.124,12.5041,27.3578,18.8982,3.35919,3.54021,4.45984
VNG_1815G,207.301,224.706,92.1565,538.93,588.243,681.306,118.006,104.958,54.5618,18.1878,21.6088,21.6698,82.267,53.5545,33.4257,259.127,137.384,213.252,11.5477,23.925,18.7759,7.26556,7.64274,5.94171
VNG_1816G,59.1422,62.636,32.1478,83.4416,112.646,97.6763,46.2204,18.5603,18.6521,4.0143,4.76568,8.32399,53.5912,17.9484,10.4882,73.1041,18.998,26.3393,7.89681,0,0,0,0,0
VNG_1818G,228.151,218.524,183.933,188.786,204.21,196.208,86.4644,79.0257,53.466,17.5259,18.1188,19.8383,28.8795,37.8415,13.3457,28.5008,22.9646,21.2568,0,12.3828,1.81081,1.50845,2.43574,0
VNG_1820H,171.44,111.379,98.6274,105.184,93.9689,94.3131,99.3392,155.116,116.259,67.1481,67.6306,58.5204,114.085,63.3252,15.6786,116.635,12.5888,0,0,0,0,20.0646,0,21.2615
VNG_1821G,14.7598,13.9868,12.8071,18.6648,21.6266,15.265,69.8238,74.8682,57.8022,24.3272,28.5947,21.8704,18.3785,5.42068,3.55522,5.39548,3.75316,11.558,13.8335,15.0632,14.4158,8.7155,1.46353,8.28425
VNG_1822G,25.5939,24.7076,20.6288,23.5309,24.3691,22.2668,36.8662,42.8547,31.2164,17.1696,22.4647,21.7366,5.17055,6.01659,5.40791,2.7491,5.10892,6.81134,0,2.49281,0,0,0,6.16767
VNG_1823C,40.599,39.8533,37.8522,34.0149,42.7866,37.1766,74.5831,59.7448,44.0452,22.0617,29.189,31.3117,16.0673,11.3971,5.05711,12.4331,6.59052,9.2145,5.17649,5.32845,9.191,3.97097,0,0
VNG_1826H,83.8966,69.7877,82.7738,92.72,85.109,68.6899,122.258,132.097,86.209,73.3288,73.3533,82.8136,84.9367,42.4312,35.0184,43.4174,0,0,0,18.8863,0,0,0,23.7438
VNG_1827H,385.755,300.408,285.315,215.736,205.78,202.134,79.0648,107.282,78.811,52.3162,65.3416,61.8158,59.1264,66.459,30.4713,37.7798,29.3596,49.3506,8.14393,0,14.8956,3.89954,0,0
VNG_1829G,204.754,199.571,182.763,199.727,192.846,151.251,114.834,129.717,97.8193,96.3339,105.538,95.4527,67.3833,30.4634,29.5302,39.4454,17.0295,27.3373,5.85946,5.66482,6.63281,6.19835,4.27206,5.17842
VNG_1830G,308.041,316.828,281.868,284.471,297.129,236.319,204.165,157.221,130.652,136.15,122.587,139.692,53.3502,30.7912,26.2857,29.7583,25.4379,21.6065,2.72706,5.79435,10.0019,5.47788,2.96139,3.77183
VNG_1831H,16.9343,22.5091,20.9923,23.7102,26.1443,37.7057,74.779,25.1646,26.9386,8.72436,9.52231,14.69,5.07921,9.05285,8.36144,2.53453,3.35912,5.02212,7.25425,6.40498,3.16967,5.53766,4.30242,5.34014
VNG_1832H,0,0,4.04942,0,5.01256,0,27.4684,0,0,0,1.64808,3.02632,0,0,0,0,0,0,0,0,0,0,0,0
VNG_1833C,4.13469,5.17696,4.28599,3.19904,5.67543,4.28246,16.9195,5.11015,3.44245,5.12915,7.83408,8.09567,7.26888,7.00366,4.40422,0,0,1.80545,0,0,7.02275,3.92054,0,0
VNG_1834G,71.8896,64.4949,58.6935,50.1028,56.9983,43.9021,50.7698,46.9124,37.0823,42.0907,38.1357,29.1821,45.3986,27.849,14.6229,24.6437,13.1795,26.1528,2.95343,9.58682,4.08496,3.72418,1.72393,0
VNG_1835G,391.553,381.688,329.238,245.061,266.927,226.125,126.764,111.538,71.4829,58.5196,50.9806,60.9744,54.2485,37.6473,22.3373,22.423,20.6541,16.2979,5.19632,7.24075,9.98485,7.7442,2.00981,6.57559
VNG_1836G,63981.6,56300.2,50226.8,46710.9,40444.4,42405.5,7350.62,8354.93,5770.5,2048.01,1521.33,1855.31,311.762,134.979,167.096,63.7457,123.846,144.12,47.2896,138.645,20.9444,0,28.5822,34.8609
VNG_1837G,30.136,31.1834,28.2293,28.6071,30.0752,25.8261,57.9003,44.9783,38.7872,21.5203,23.7233,22.5296,51.1149,14.3724,15.6225,23.6511,17.0466,13.2182,7.15909,9.49471,17.1233,5.26609,0,4.07401
VNG_1839H,24.9463,28.0156,22.2171,26.9355,34.0665,25.1134,74.6934,49.6679,47.5557,25.337,28.1974,27.3635,13.2316,7.62323,4.33104,7.98447,4.41934,4.60404,2.20065,13.4733,6.693,5.34809,2.53246,4.74164
VNG_1838H,29.2393,36.5659,27.2195,59.4336,56.1559,39.6091,400.049,267.458,291.765,1100.42,973.641,1173.08,0,0,0,0,0,0,0,0,0,0,0,0
VNG_1842H,15.3871,14.9751,13.9989,12.7108,17.6036,12.6514,54.887,20.6237,18.5507,37.4948,38.1056,38.5195,6.00638,4.97799,3.85226,2.01663,3.88812,1.46423,3.05346,2.68838,4.41009,4.45759,1.66092,4.33107
VNG_1843C,104.44,86.1538,76.7523,62.9038,53.4548,61.4559,47.7921,40.908,34.2406,31.9288,29.139,30.937,31.7936,28.258,21.439,25.0897,10.7949,10.9967,0,2.44467,7.47014,1.47813,2.5233,9.00439
